date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:04	44360/44360	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2016:32:03%20GMT	https://biostat.app.vumc.org/wiki/Main/DalePlummer/	biostat.app.vumc.org/wiki/Main/DalePlummer/index.html	(from )
11:32:04	242/242	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	etag:%2235e-6154d79be1508-gzip%22	https://biostat.app.vumc.org/robots.txt		(from )
11:32:04	1150/1150	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2247e-61936245c78b2%22	https://biostat.app.vumc.org/wiki/pub/Main/SitePreferences/favicon.ico	biostat.app.vumc.org/wiki/pub/Main/SitePreferences/favicon.ico	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:05	6634/6634	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2016:32:05%20GMT	https://biostat.app.vumc.org/wiki/bin/edit/Main/DalePlummer?t=1726763523	biostat.app.vumc.org/wiki/bin/edit/Main/DalePlummerd5a0.html	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:08	12603/12603	---M-Z	200	added ('OK')	text/xml	date:Thu,%2019%20Sep%202024%2016:32:06%20GMT	https://biostat.app.vumc.org/wiki/Main/WebRss	biostat.app.vumc.org/wiki/Main/WebRss	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:08	133812/133812	---M-Z	200	added ('OK')	text/css	etag:%2220ab4-6225a0d582ccd-gzip%22	https://biostat.app.vumc.org/wiki/pub/System/PageOptimizerPlugin/cache/76ea346e610aea74367a807e2dd00ef6.css	biostat.app.vumc.org/wiki/pub/System/PageOptimizerPlugin/cache/76ea346e610aea74367a807e2dd00ef6.css	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:09	50300/50300	---M--	200	added ('OK')	image/png	etag:%22c47c-61936245cc6d4%22	https://biostat.app.vumc.org/wiki/pub/Main/SitePreferences/top_bar_gradient.png	biostat.app.vumc.org/wiki/pub/Main/SitePreferences/top_bar_gradient.png	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:10	3869/3869	---M-Z	200	added ('OK')	text/css	etag:%22f1d-619362734ca07-gzip%22	https://biostat.app.vumc.org/wiki/pub/System/PatternSkin/print.css	biostat.app.vumc.org/wiki/pub/System/PatternSkin/print.css	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:11	85730/85730	---M-Z	200	added ('OK')	application/javascript	etag:%2214ee2-619362733fee4-gzip%22	https://biostat.app.vumc.org/wiki/pub/System/JQueryPlugin/jquery-2.2.4.js	biostat.app.vumc.org/wiki/pub/System/JQueryPlugin/jquery-2.2.4.js	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
11:32:12	1308/1308	---M-Z	200	added ('OK')	application/javascript	etag:%2251c-619362732d5ff-gzip%22	https://biostat.app.vumc.org/wiki/pub/System/JQueryPlugin/plugins/observer/observer.js?version=0.1	biostat.app.vumc.org/wiki/pub/System/JQueryPlugin/plugins/observer/observer4abf.js	(from https://biostat.app.vumc.org/wiki/Main/DalePlummer/)
